	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count
GSM1827662	UKN1_61_biom_A_untr_D12_21	GSM1827662	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_culturing medium_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: culturing medium for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827662/GSM1827662_UKN1_61_biom_A_untr_D12_21.CEL.gz	54675
GSM1827663	UKN1_70_biom_A_Thim_D12_18	GSM1827663	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_thimerosal_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: thimerosal for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827663/GSM1827663_UKN1_70_biom_A_Thim_D12_18.CEL.gz	54675
GSM1827664	UKN1_71_biom_A_Thim_D12_19	GSM1827664	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_thimerosal_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: thimerosal for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827664/GSM1827664_UKN1_71_biom_A_Thim_D12_19.CEL.gz	54675
GSM1827665	UKN1_72_biom_A_Thim_D12_20	GSM1827665	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_thimerosal_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: thimerosal for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827665/GSM1827665_UKN1_72_biom_A_Thim_D12_20.CEL.gz	54675
GSM1827666	UKN1_73_biom_A_Thim_D12_21	GSM1827666	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_thimerosal_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: thimerosal for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827666/GSM1827666_UKN1_73_biom_A_Thim_D12_21.CEL.gz	54675
GSM1827667	UKN1_74_biom_A_HgCl2_D12_18	GSM1827667	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgCl2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgCl2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827667/GSM1827667_UKN1_74_biom_A_HgCl2_D12_18.CEL.gz	54675
GSM1827668	UKN1_75_biom_A_HgCl2_D12_19	GSM1827668	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgCl2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgCl2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827668/GSM1827668_UKN1_75_biom_A_HgCl2_D12_19.CEL.gz	54675
GSM1827669	UKN1_76_biom_A_HgCl2_D12_20	GSM1827669	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgCl2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgCl2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827669/GSM1827669_UKN1_76_biom_A_HgCl2_D12_20.CEL.gz	54675
GSM1827670	UKN1_77_biom_A_HgCl2_D12_21	GSM1827670	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgCl2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgCl2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827670/GSM1827670_UKN1_77_biom_A_HgCl2_D12_21.CEL.gz	54675
GSM1827671	Tanja_Waldmann_2.1_(HG-U133_Plus_2)	GSM1827671	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_culturing medium_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: culturing medium for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827671/GSM1827671_Tanja_Waldmann_2.1_HG-U133_Plus_2_.CEL.gz	54675
GSM1827672	Tanja_Waldmann_2.2_(HG-U133_Plus_2)	GSM1827672	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_culturing medium_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: culturing medium for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827672/GSM1827672_Tanja_Waldmann_2.2_HG-U133_Plus_2_.CEL.gz	54675
GSM1827673	Tanja_Waldmann_2.3_(HG-U133_Plus_2)	GSM1827673	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_culturing medium_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: culturing medium for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827673/GSM1827673_Tanja_Waldmann_2.3_HG-U133_Plus_2_.CEL.gz	54675
GSM1827674	Tanja_Waldmann_2.4_(HG-U133_Plus_2)	GSM1827674	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_culturing medium_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: culturing medium for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827674/GSM1827674_Tanja_Waldmann_2.4_HG-U133_Plus_2_.CEL.gz	54675
