	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation
GSM1507826	ZR751_EpP_16hr_rep2	GSM1507826	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 16hrs. Replicate 2.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 16hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851222	bioproject id: 252531	time: 16hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507826/GSM1507826_EpP16n2.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851222
GSM1507827	ZR751_EpP_16hr_rep3	GSM1507827	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 16hrs. Replicate 3.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 16hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851223	bioproject id: 252531	time: 16hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507827/GSM1507827_EpP16n3.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851223
GSM1507828	ZR751_EpP_4hr_rep1	GSM1507828	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 4hrs. Replicate 1.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 4hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851224	bioproject id: 252531	time: 4hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507828/GSM1507828_EpP04n1.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851224
GSM1507829	ZR751_EpP_4hr_rep2	GSM1507829	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 4hrs. Replicate 2.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 4hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851225	bioproject id: 252531	time: 4hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507829/GSM1507829_EpP04n2.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851225
GSM1507830	ZR751_EpP_4hr_rep3	GSM1507830	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 4hrs. Replicate 3.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 4hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851226	bioproject id: 252531	time: 4hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507830/GSM1507830_EpP04n3.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851226
GSM1507831	ZR751_EpP_8hr_rep1	GSM1507831	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 8hrs. Replicate 1.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 8hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851227	bioproject id: 252531	time: 8hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507831/GSM1507831_EpP08n1.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851227
GSM1507832	ZR751_EpP_8hr_rep2	GSM1507832	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 8hrs. Replicate 2.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 8hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851228	bioproject id: 252531	time: 8hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507832/GSM1507832_EpP08n2.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851228
GSM1507833	ZR751_EpP_8hr_rep3	GSM1507833	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 8hrs. Replicate 3.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 10nM progesterone for 8hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851229	bioproject id: 252531	time: 8hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507833/GSM1507833_EpP08n3.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851229
GSM1507834	ZR751_EpVC_16hr_rep1	GSM1507834	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 16hrs. Replicate 1.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 16hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851230	bioproject id: 252531	time: 16hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507834/GSM1507834_EpVC16n1.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851230
GSM1507835	ZR751_EpVC_16hr_rep2	GSM1507835	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 16hrs. Replicate 2.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 16hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851231	bioproject id: 252531	time: 16hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507835/GSM1507835_EpVC16n2.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851231
GSM1507836	ZR751_EpVC_16hr_rep3	GSM1507836	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 16hrs. Replicate 3.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 16hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851232	bioproject id: 252531	time: 16hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507836/GSM1507836_EpVC16n3.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851232
GSM1507837	ZR751_EpVC_4hr_rep1	GSM1507837	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 4hrs. Replicate 1.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 4hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851233	bioproject id: 252531	time: 4hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507837/GSM1507837_EpVC04n1.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851233
GSM1507838	ZR751_EpVC_4hr_rep2	GSM1507838	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 4hrs. Replicate 2.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 4hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851234	bioproject id: 252531	time: 4hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507838/GSM1507838_EpVC04n2.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851234
GSM1507839	ZR751_EpVC_4hr_rep3	GSM1507839	Public on Oct 18 2015	Sep 18 2014	Oct 18 2015	RNA	1	Breast cancer ZR751 cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 4hrs. Replicate 3.	Homo sapiens	treatment: cells pretreated with 10nM E2 for 72 hours, overlayed with 1part per million vehicle (ethanol) for 4hrs	cell line: ZR751	tissue: breast cancer	biosample number: SAMN02851235	bioproject id: 252531	time: 4hrs	Cells were treated using an overlay method involving treatment with 10X concetrated hormone mixture at 1:10 of the cell culture volume, followed by gentle swirling. Treatment times were staggered, and the RNA was isolated as a batch at the culmination of the experiment.	Cells were routinely passaged in RPMI1640 supplemented with 10% FBS. ZR-75-1 cells (passage 16; ATCC) were plated at 500,000 cells/well in 6 well plates in phenol red free RPMI1640 (Life Technologies) supplemented with 10% dextran-charcoal stripped FBS (Hyclone) and treated with hormones as described for each sample. RNA extracted at the timepoints indicated, DNAse treated on column using Qiagen RNeasy kit. An aliquot of each sample was used to synthesise cDNA to validate treatment effects. RNA quality was assessed for each sample via bioanalyser, with an average RIN of  9.6 (range 8.8 to 9.9).	total RNA	Extraction was performed using Qiagen Rneasy kit and on-column Dnase digestion according to manufacturer's instructions.	biotin	Biotinylated cDNA was prepared from 300ng RNA according to standard Affymetrix protocols	9606	Standard Affymetrix hybridisation protocol	Standard Affymetrix scanning protocol	RNA isolation with Qiagen Rneasy kit + Dnase digestion	Raw data was processed in R using bioconductor and Limma. Array data was normalized using RMA	GPL16686	Eleanor,F,Need	eleanor.need@adelaide.edu.au	Cancer Biology Group	Discipline of Surgery	The University of Adelaide	28 Woodville Rd	Woodville South	SA	5011	Australia	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1507nnn/GSM1507839/GSM1507839_EpVC04n3.CEL.gz	53617	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02851235
